id,title,description,link,image_link,price,currency,categoryid1,categoryid2,condition,brand,version,country,city,star
5297,"KHA SHING 60 ","2 CABINE A POPPA LETTI IN PIANO CON 1 BAGNO - 1 CAB. ARM.PRUA CON BAGNO - 1 CAB. LETTI CAST.CON BAGNO - 2005 NUOVI:PILOTA AUTOM. -2006 NUOVI :  AUTOCLAVE ,DISSALATORE, 4 DOCCETTE ESTERNE,INVERTER 2000 W.,CARICABATTERIE, SCALDABAGNO -  CUSCINERIE ESTERNE CON DOPPIE SPUGNE - CASSE ACQUE CHIARE 150 LT - 2008-9  tutto sostuito e messo nuovi :  serbatoi  acciaio inox 4mm,  generatore 20kw, quadri elettrici ,tappezzerie , forno, lavastoviglie, frigo,icemaker,wc elettrici,passerella idraulica, tendalino, gommone ,eliche ,elica di poppa ,oblo e passo uomo ,motore salpaancora, pannellature sala motori, verniciatura scafo ,2 raymarine E120 e due Raymarine C compreso doppio ecoscandaglio, prese a mare, caricabatterie,inverter,faro,luci subacquee,cuscineria esterna, parabordi, lucidatura parquet interno e gommatura parziale teak esterno -  2010 : sostituiti i 375 hp con 2 x435 revisionati a zero ore- VENDITA SOTTO CONDIZIONE DI TROVARE UNA NAVETTA - 2 CABINE A POPPA LETTI IN PIANO CON 1 BAGNO - 1 CAB. ARM.PRUA CON BAGNO - 1 CAB. LETTI CAST.CON BAGNO - 2005 NUOVI:PILOTA AUTOM. -2006 NUOVI :  AUTOCLAVE ,DISSALATORE, 4 DOCCETTE ESTERNE,INVERTER 2000 W.,CARICABATTERIE, SCALDABAGNO -  CUSCINERIE ESTERNE CON DOPPIE SPUGNE - CASSE ACQUE CHIARE 150 LT - 2008-9  tutto sostuito e messo nuovi :  serbatoi  acciaio inox 4mm,  generatore 20kw, quadri elettrici ,tappezzerie , forno, lavastoviglie, frigo,icemaker,wc elettrici,passerella idraulica, tendalino, gommone ,eliche ,elica di poppa ,oblo e passo uomo ,motore salpaancora, pannellature sala motori, verniciatura scafo ,2 raymarine E120 e due Raymarine C compreso doppio ecoscandaglio, prese a mare, caricabatterie,inverter,faro,luci subacquee,cuscineria esterna, parabordi, lucidatura parquet interno e gommatura parziale teak esterno -  2010 : sostituiti i 375 hp con 2 x435 revisionati a zero ore- VENDITA SOTTO CONDIZIONE DI TROVARE UNA NAVETTA - 2 CABINE A POPPA LETTI IN PIANO CON 1 BAGNO - 1 CAB. ARM.PRUA CON BAGNO - 1 CAB. LETTI CAST.CON BAGNO - 2005 NUOVI:PILOTA AUTOM. -2006 NUOVI :  AUTOCLAVE ,DISSALATORE, 4 DOCCETTE ESTERNE,INVERTER 2000 W.,CARICABATTERIE, SCALDABAGNO -  CUSCINERIE ESTERNE CON DOPPIE SPUGNE - CASSE ACQUE CHIARE 150 LT - 2008-9  tutto sostuito e messo nuovi :  serbatoi  acciaio inox 4mm,  generatore 20kw, quadri elettrici ,tappezzerie , forno, lavastoviglie, frigo,icemaker,wc elettrici,passerella idraulica, tendalino, gommone ,eliche ,elica di poppa ,oblo e passo uomo ,motore salpaancora, pannellature sala motori, verniciatura scafo ,2 raymarine E120 e due Raymarine C compreso doppio ecoscandaglio, prese a mare, caricabatterie,inverter,faro,luci subacquee,cuscineria esterna, parabordi, lucidatura parquet interno e gommatura parziale teak esterno -  2010 : sostituiti i 375 hp con 2 x435 revisionati a zero ore. Codice scheda; 9251",https://www.bandofboats.com/fr/buy/boat/5297,https://cdn.bandofboats.com/aws/3379/104/5297-1.jpg?s=e55520045d2fb3f7b53db49eecc39837,500000,EUR,Moteur,Trawler,Occasion,"KHA SHING","KHA SHING 60",Italie,toscana,0
5298,"MOLINARI 810 CONDOR SE","BARCA ESTERNAMENTE IN BUONE CONDIZIONI, 2008 RIVERNICIATURA ESTERNA, MOTORI NECESSITANO RICAMBI E TAGLIANDI PER CIRCA 4/5000 €, VISIBILE IN CAPANNONE, Codice scheda: 11159",https://www.bandofboats.com/fr/buy/boat/5298,https://cdn.bandofboats.com/aws/3379/104/5298-1.jpg?s=7ef6c7525a3e7107da02e6ec8aa87835,11000,EUR,Moteur,"Vedette Open",Occasion,MOLINARI,"MOLINARI 810 CONDOR SE",Italie,toscana,0
5306,"ALDABRA 28 SPYKE WEEKEND","scheda da compleatare. Codice scheda: 26739",https://www.bandofboats.com/fr/buy/boat/5306,https://cdn.bandofboats.com/aws/3379/104/5306-1.jpg?s=2fa6607204321a5bc9d4f2b5e97e61d2,40000,EUR,Moteur,"Coque Open",Occasion,"ALDABRA MARINE","ALDABRA 28 SPYKE WEEKEND",Italie,toscana,0
5307,"OCEANIS 430 ","2000:REV.TIMONE,CARICABAT.ELETTRON.45 A.-INVERTER 2008,COMANDO VERR.RINVIATO POZZETTO- 2008 NUOVI : MOTORE , ELICA JET PROP, IMPIANTO ELETTRICO E PANNELLO NUOVO-2009 CAPPOTTINA NUOVA,TENDALINO SOLE A CAPANNA ILLUMINAZIONE INTERNA A LED, LUCI NOTTURNE INTERNE BLU-CONSOLLE PORTA STRUMENTI POZZETTO-MOQUETTES 2008- PASSERELLA-BARCA FATTURABILE- VER.4 CABINE TRASFORMATA A 3-PREZZO TRATTABILE. Codice scheda: 4104",https://www.bandofboats.com/fr/buy/boat/5307,https://cdn.bandofboats.com/aws/3379/104/5307-1.jpg?s=4a80fc78a1b4a5ac900c79cab4939cb9,60000,EUR,Voilier,"Voilier monocoque",Occasion,BENETEAU,"OCEANIS 430",Italie,toscana,0
5308,"GIB SEA 43 ","2008 NUOVO : GENOA, RANDA FULL BATTEN, PLOTTER CARTOGRAFICO GEONAV 7 PLATINUM IN POZZETTO, PRESE A MARE E VALVOLE INOX, TUBI SCARICO E CARICO WC , ADESIVI ORIGINALI, BOTTAZZO, PREMISTOPPA VOLVO,CONTAGIRI CON CONTAORE DIGITALE RIPITTURAZIONE LINEA DI GALLEGGIAMENTO E LUCIDATURA SCAFO  - 2009 NUOVI  : FUOCHI CUCINA -  BARCA FATTURABILE POSSIBILITA' LEASING. Codice scheda: 5003",https://www.bandofboats.com/fr/buy/boat/5308,https://cdn.bandofboats.com/aws/3379/104/5308-1.jpg?s=50a20cb541ace8d2515ac35d3f16fc5a,91000,EUR,Voilier,"Voilier monocoque",Occasion,"GIBERT MARINE","GIB SEA 43",Italie,toscana,0
5312,"CRANCHI 40 MEDITERRANEE","2005: SBARCATI MOTORI VERNICIATURA MANICOTTI,POMPE E INIETTORI, 3 BATTERIE NUOVE MAGGIORATE , RIFACIMENTO TOTALE POZZETTO FLEXTEAK , RIFACIMENTO PAVIMENTO SALONE FLEXTEAK, PASSERELLA IDRAULICA, 75 MT CATENA E ANCORA MAGGIORATA - 2006:MOQUETTE CABINE NUOVA, CARENA PORTATA A ZERO E UNA MANO D' EPOSSIDICA SCAFO LUCIDATO, PILOTA AUTOMATICO, GRUPPO ELETTROGENO -2008 NUOVO : PRESE A MARE - 2009 NUOVI : CARICABATTERIE, 2 BATTERIE SERVIZI, BATTERIA GENERATORE, 2 RAISER - Codice scheda 5010.",https://www.bandofboats.com/fr/buy/boat/5312,https://cdn.bandofboats.com/aws/3379/104/5312-1.jpg?s=bee25cb5a1ca761ab427a4a3347c16cd,60000,EUR,Moteur,"Vedette Open",Occasion,CRANCHI,"CRANCHI 40 MEDITERRANEE",Italie,toscana,0
5315,"ITALCRAFT 30 ","plancetta poppa allungata in teak, timoneria idraulica, lucidatura scafo 2007, tender Bombard A3, dotazione complete entro 12 miglia, tenute Volvo anno 2007. Versione con guida solo sul fly. Codice scheda: 22411",https://www.bandofboats.com/fr/buy/boat/5315,https://cdn.bandofboats.com/aws/3379/104/5315-1.jpg?s=5634ba1e96e3d49888c2dcbb40f36145,28000,EUR,Moteur,"Vedette Flybridge",Occasion,ITALCRAFT,"ITALCRAFT 30",Italie,toscana,0
5321,"NIMBUS 33 AVANTA","Nimbus 33 Avanta, Year 1993, 2 Volvo Penta Engine with (200HP each) Bow closed cabin with double bed, Lateral Cabin with double bed. Complete bathroom. Good salon with navigation center at starboard and complete galley aft. At port salon with U-shaped sofa and table. Good flybridge. Some equipment: Radar, GPS/ Plotter, Depth, Speed, Auto Pilot, VHF with DSC. ",https://www.bandofboats.com/fr/buy/boat/5321,https://cdn.bandofboats.com/aws/3376/101/5321-1.jpg?s=42c3c18519fdb0d016851e03fdd277d3,69000,EUR,Moteur,"Vedette Flybridge",Occasion,NIMBUS,"NIMBUS 33 AVANTA",Portugal,aveiro,0
5322,"SUN ODYSSEY 35 ","SICHERHEITSAUSRÜSTUNG: Rettungsinsel, Feststoffwesten, Lifebelts, Rettungsring, UKW-Sprechfunk, Blitzboje, Satz mit Notsignalen, Taschenlampe, Verbandskasten, Notpinne, Treibanker, Bootsmannstuhl, Navigationslichter. GPS, Autopilot, Instrumente im Cockpit, Farbplotter, Kartenplotter, Kurzwellenradio, Echolot, Logge, Windmessanlage, Windex, Kompass, Seekarten, Hafenhandbuch, Uhr, Barometer, Fernglas, Handpeil-Kompass, Flaggen QNC, Leuchtfeuerverzeichnis. Bimini-Top, Radio-CD-Spieler, Beiboot, Elektrische Ankerwinde, Warmwasser, Inverter, Stereo-Radio, Kompressorkühlschrank, Cockpittisch, Sonnensegel, Elektrische Bilgenpumpe, Batterieladegerät + Landkabel, Steckdose 12 Volt, Steckdose 220 Volt, Badeleiter, Gangway, Heckdusche, Pantry Komplett, Gasherd mit Backofen, Gasflasche, Bordwerkzeug, Segel Reparatursatz, Amtliches Bootszeugnis, Taucherbrille, Fäkalientank.",https://www.bandofboats.com/fr/buy/boat/5322,https://cdn.bandofboats.com/aws/3381/106/5322-1.jpg?s=c772e5fedfb72d652a75d4670fc06707,52900,EUR,Voilier,"Voilier monocoque",Occasion,JEANNEAU,"SUN ODYSSEY 35",Grèce,corfu,0
5325,"PLASTIK LIVORNO 310 SPACE","possibilità di permuta. Codice scheda: 24419",https://www.bandofboats.com/fr/buy/boat/5325,https://cdn.bandofboats.com/aws/3379/104/5325-1.jpg?s=9766c705a1fe9e161beec2b0b6168f06,59000,EUR,Moteur,Timonier,Occasion,"PLASTIK LIVORNO","PLASTIK LIVORNO 310 SPACE",Italie,toscana,0
5326,"ALENA 468 ","No leasing - Lavori eseguiti : tendalino est- divani- testate letti- pareti camere- cuscinerie interne ed esterne- Sedile guida- tv lcd- digitale terrestre- convertitore corr 24220- lavello cucina- cucina gas- marmi cucina e bagni (ultraleggeri) – frigo interno- acciai esterni (benetti)-posizionamento teack da 1,5 mm sia nel pozzetto che nella pedana-scaletta esterna- pedana esterna- led luminosi bleu- luci roll-bar –luci sotto pedana- tutte le placche interr.- centralina scaletta idraulica- allineamento assi- allineamento motori- insonorizzante sala macchina- luci sala macchina. Codice scheda: 31792",https://www.bandofboats.com/fr/buy/boat/5326,https://cdn.bandofboats.com/aws/3379/104/5326-1.jpg?s=9b48d9ae7869005e7793598b1d473b57,130000,EUR,Moteur,"Vedette Open",Occasion,"INNOVAZIONE E PROGETTI","ALENA 468",Italie,sardegna,0
5330,"GOBBI 27 SPORT","Natante in buono stato di conservazione. Motori e piedi ottimi. Codice scheda: 176121",https://www.bandofboats.com/fr/buy/boat/5330,https://cdn.bandofboats.com/aws/3379/104/5330-1.jpg?s=d759b18557053d545b224723ff018b03,28000,EUR,Moteur,"Vedette Open",Occasion,GOBBI,"GOBBI 27 SPORT",Italie,toscana,0
5332,"SUN ODYSSEY 54 DS",,https://www.bandofboats.com/fr/buy/boat/5332,https://cdn.bandofboats.com/aws/3337/62/5332-1.jpg?s=f7e04376903844686e8a8b8a3060acb0,300000,EUR,Voilier,"Voilier monocoque",Occasion,JEANNEAU,"SUN ODYSSEY 54 DS",Italie,nettuno,0
5333,"CONTEST 38 ","Holding Tanks: 170 litres. New upholstery 2005. Immersion heater. Stainless steel standing rigging (2001). Two Lewmar 43 sheet winches. Two halyard winches. Plough, CQR and Danforth anchors with chain and warp. Teak coachroof grabrails. Various warps and fenders. Boat hook. NASA Navtex Pro. Masthead and deck level navigation lights. Clock and barometer. Three fire extinguishers. Fire blanket. Gas alarm. Jackstays. GME MT 400 EPIRB. Horseshoe lifebuoy. Danbuoy with strobe. Security grills for companionway and hatches. Dark blue painted GRP hull with white GRP superstructure. Rubbing strake. Painted non-slip to decks. Fin keel with encapsulated lead ballast. Skeg hung rudder. Aft self draining cocpkit. The hull was epoxied below the waterline in 2001.",https://www.bandofboats.com/fr/buy/boat/5333,https://cdn.bandofboats.com/aws/3303/240/5333-1.jpg?s=8d103b7f25981daf0b9870711b8520de,17995,GBP,Voilier,"Voilier monocoque",Occasion,CONYPLEX,"CONTEST 38","Royaume Uni",wisbech,0
5336,"VZ 45 ","Some Equipments: Generator, Air Conditioned, Bow Thruster, Radar, GPS, Plotter, Auto Pilot, Deepth Souder, Speed, Electric Anchor Winch, EPIRB 425 MHZ, Water Moto, Pneumatic. Boat in good condition of maintenance. Same boat than ref 565743",https://www.bandofboats.com/fr/buy/boat/5336,https://cdn.bandofboats.com/aws/3376/101/5336-1.jpg?s=48561c8be2971895339c1624193ad365,92000,EUR,Moteur,"Vedette Flybridge",Occasion,"VZ YACHTS","VZ 45",Portugal,lisbon,0
5337,"GOLDFISH 31 ","Goldfish 31, Year 1974, Volvo Penta Engine with 55HP. Bow Cabin with two bunks. Great Salon with sofa in U at BB, transformable in couple bed. Simple sofa in front. Navigation Table at EB with interior command. Complete WC at EB. Complete kitchen at BB. In the Stern, good single bed. Some equipment: Wheel of helm inside and outside, Wind Station, Depth, Speed, Auto Pilot, VHF with DSC, Manual Winch for anchors, Dog House, Life Raft for 6 Persons, Epirb.",https://www.bandofboats.com/fr/buy/boat/5337,https://cdn.bandofboats.com/aws/3376/101/5337-1.jpg?s=4fb3bddbcbe89493ac527c030ecb446f,36000,EUR,Voilier,"Voilier monocoque",Occasion,VIKSUND,"GOLDFISH 31",Portugal,lisbon,0
5338,"AICON 56 ",,https://www.bandofboats.com/fr/buy/boat/5338,https://cdn.bandofboats.com/aws/3471/180/5338-1.jpg?s=3315c159e8ef4ac00700e001d74d013f,750000,EUR,Moteur,"Vedette Flybridge",Occasion,AICON,"AICON 56",Grèce,athens,0
5339,"AICON 64 ",,https://www.bandofboats.com/fr/buy/boat/5339,https://cdn.bandofboats.com/aws/3471/180/5339-1.jpg?s=51b36116e2120ef2fb28fefcbed6c402,1200000,EUR,Moteur,"Vedette Flybridge",Occasion,AICON,"AICON 64",Grèce,athens,0
5340,"SAN LORENZO 72 ",,https://www.bandofboats.com/fr/buy/boat/5340,https://cdn.bandofboats.com/aws/3471/180/5340-1.jpg?s=abfdbec418222de9be5d0fc8be1dbb03,2700000,EUR,Moteur,"Vedette Flybridge",Occasion,"SAN LORENZO","SAN LORENZO 72",Grèce,athens,0
5341,"AZIMUT 40 ",,https://www.bandofboats.com/fr/buy/boat/5341,https://cdn.bandofboats.com/aws/3376/101/5341-1.jpg?s=4e4883e36661eff7e890df3f2802b290,147500,EUR,Moteur,"Vedette Flybridge",Occasion,AZIMUT,"AZIMUT 40",Portugal,lisbon,0
5346,"ALLANSON 25 DEE","This is a rare opportunity to purchase a classic yacht which is stepped with history. Rondinella was built in 1952, with beautifully varnished mahogany woodwork she has been turning heads from the day she was launched with not only her looks but also by her performance.etnbsp; This D25 deigned by Peter Brett was a predecessor of the well known Rivals.etnbsp;etldquo;Roninellaetrdquo; featured in etldquo;Heavy Weather Sailing for Oneetrdquo;. A particular showing in the 1956 Channel Race, quoted: A remarkable performance was put up by Rondinella, the only class III boat to complete the course, for she sailed throughout the gale and crossed the finishing line second, beating all other competitors boat for boat without handicape. Having suffered damage during the 1987 Medway hurricane she was purchased by a boatyard in Chatham where she was lovingly restored over the course of a year. Owned by its current owners for 23 years, the boat has been well looked after and is pulled ashore every year, its hoped that Rondinella colourful history and pedigree can now be enjoyed by a new owner with many more years of enjoyment ahead. An early viewing of this boat is highly recommended.Viewing by appointment through our Kent Office at Gillingham Marina",https://www.bandofboats.com/fr/buy/boat/5346,https://cdn.bandofboats.com/aws/3303/239/5346-1.jpg?s=e6629efc979ab6ddac2c098137cd7d83,9500,GBP,Voilier,"Voilier monocoque",Occasion,"ALLANSON AND SONS","ALLANSON 25 DEE","Royaume Uni",medway,0
5350,"BAVARIA 41 ",,https://www.bandofboats.com/fr/buy/boat/5350,https://cdn.bandofboats.com/aws/3376/101/5350-1.jpg?s=49f114c88127727d7806937a0b1208f0,85000,EUR,Voilier,"Voilier monocoque",Occasion,"BAVARIA YACHTS","BAVARIA 41",Portugal,lisbon,0
5351,"WOODEN CUTTER ",,https://www.bandofboats.com/fr/buy/boat/5351,https://cdn.bandofboats.com/aws/3376/101/5351-1.jpg?s=a63087943dec4efc15a2c669a91e13da,49900,EUR,Voilier,"Voilier monocoque",Occasion,BEZIER,"WOODEN CUTTER",Portugal,lsibon,0
5369,"FAIRLINE 41 PHANTOM II","The Company offers the details of this vessel in good faith but cannot guarantee or warrant the accuracy of this information nor warrant the condition of the vessel. A buyer should instruct his agents, or his surveyors, to investigate such details as the buyer desires validated. This vessel is offered subject to prior sale, price change, or withdrawal without notice. Equipped with Generator, Condit.Air, Bow Thruster, Radar, GPS, Plotter, Pilot with double station, VHF with double station. ",https://www.bandofboats.com/fr/buy/boat/5369,https://cdn.bandofboats.com/aws/3376/101/5369-1.jpg?s=ed2106082e89573e5dfb09c196ef8f97,95000,EUR,Moteur,"Vedette Flybridge",Occasion,FAIRLINE,"FAIRLINE 41 PHANTOM II",Portugal,lisbon,0
5370,"CRANCHI 40 ATLANTIQUE","Suite to the bow with central couple bed and WC at BB. Good cabin at EB with two single beds and WC. Complete kitchen at BB. In the Hall, Command at EB and great Sofa in L, in the same edge. At BB closet in all the length of the cabin. Some equipment: Fisher generator Panda, Conditional Air in all the boat, Radar, GPS/Plotter, Auto Pilot, Depthlead, Speed, Bow Thruster, Electric power winch for anchors, Searchlight with remote control, TV Antenna, Television in the hall, Hydraulic Passarelle, Tender (2,30 Mts with 10 HPs Engine). Theca in cockpit, Access stairs to the Fly and bath platform. Bimini in the Flybridge and support Refrigerator",https://www.bandofboats.com/fr/buy/boat/5370,https://cdn.bandofboats.com/aws/3376/101/5370-1.jpg?s=266eb99bda76a9ae776624e2635b76c6,210000,EUR,Moteur,"Vedette Flybridge",Occasion,CRANCHI,"CRANCHI 40 ATLANTIQUE",Portugal,lisbon,0
5371,"FAIRLINE 38 TARGA","Bow closed cabin with couple bed, Stern closed cabin with two single beds, Hall, Kitchen and WC. Some equipment: Electronic commands, Generator 3,5 KWA (60 hours), Epirb, Life Raft (8 Persons), Electric power winch for anchors, Davits, V-Type rigid hull tender (2,70 with motor 4Hp), Central diesel heating, Bow cushion’s , 2 Refrigerators, Ceramic hobs, Microwave, New Carpets, Hall in Teak. Boat in excellent state of maintenance.",https://www.bandofboats.com/fr/buy/boat/5371,https://cdn.bandofboats.com/aws/3376/101/5371-1.jpg?s=7c4907352850c440363462b141202dce,80000,EUR,Moteur,"Vedette Open",Occasion,FAIRLINE,"FAIRLINE 38 TARGA",Portugal,lisbon,0
5372,"RIO 950 CRUISER","Bow hall be transformed in couple bed. Kitchen and complete WC. Bow closed cabin with couple bed and closets. Some equipment: Radar, GPS/Plotter, Depth/Speed, VHF with DSC, Electric Power winch for anchor, TV Antenna, Hot water System, 2 Batteries. Boat in good condition of maintenance.",https://www.bandofboats.com/fr/buy/boat/5372,https://cdn.bandofboats.com/aws/3376/101/5372-1.jpg?s=ccb41e647f0064705e18dd6e6d496f65,54000,EUR,Moteur,"Vedette Open",Occasion,RIO,"RIO 950 CRUISER",Portugal,lisbon,0
5373,"FAIRLINE 30 TARGA","Fairline Targa 30, Year 2000, 2 Volvo Penta Engines with 170Hp each. Hall in the Bow with sofas in U, transformável in couple bed, complete Kitchen at EB with stove, Refrtigerator and microwaves and complete WC at BB. In the Stern, under cockpit a cabin with two single beds. Some equipment: Air Conditioned, Radar, GPS/Plotter, VHF with DSC, Auto Pilot, Tridata ST 60, Bath Platform in theca, Shower in the Stern (Hot water). Boat in excellent condition of maintenance. ",https://www.bandofboats.com/fr/buy/boat/5373,https://cdn.bandofboats.com/aws/3376/101/5373-1.jpg?s=972ab1af935196ee8ec71f2694e54988,60000,EUR,Moteur,"Vedette Open",Occasion,FAIRLINE,"FAIRLINE 30 TARGA",Portugal,lisbon,0
5377,"BLU MARTIN 13.90 SEA TOP","Doppio impianto di a/c (caldo freddo sezionabile climatizzazione disponibile anche in pozzetto); antenna satellitare (appena  agosto 2009) con impianto di distribuzione in tutte le cabine; piastra vetroceramica con due fuochi in dinette; doccia acqua calda/fredda a poppa (fredda a prua); doccia con acqua di mare a poppa ; presa 12 volts in ogni cabina; catena ancora 70mt;  teak interno nelle camere e in dinette; ponte in teak colore scafo (murate) nero. Imbarcazione sempre rimessata al coperto nel periodo invernale; manutenzione motori eseguita da volvo penta.  solo subentro leasing. Codice scheda: 188021",https://www.bandofboats.com/fr/buy/boat/5377,https://cdn.bandofboats.com/aws/3379/104/5377-1.jpg?s=a0d17dbae3915ea6d1c7c945c069c752,230000,EUR,Moteur,"Vedette Hard Top",Occasion,"BLU MARTIN","BLU MARTIN 13.90 SEA TOP",Italie,campania,0
5378,"ONE DESIGN ","A beautifully refurbished wooden sail boat that is estimated to be 106 years old. She has a small cabin or cuddy that is used for storage. Sizeable cockpit with sliding hatch into cabin. New sails fitted Retractable bow sprit Deck gear Cockpit cover Bow roller Various warps and fenders Two cockpit winches  Anchor with chain Chain locker. An absolutely beautiful wooden sailing boat, in first class condition with new sails and a new wooden mast.",https://www.bandofboats.com/fr/buy/boat/5378,https://cdn.bandofboats.com/aws/3316/41/5378-1.jpg?s=53a3b72363006a29102502c56ec87156,16000,GBP,Voilier,"Voilier monocoque",Occasion,CUSTOMBUILT,"ONE DESIGN","Royaume Uni",troon,0
5379,"SUN ODYSSEY 28.1 ","Natante a vela. comodo per crociera. Cabina separata a poppa e ampio pozzetto.",https://www.bandofboats.com/fr/buy/boat/5379,https://cdn.bandofboats.com/aws/3379/104/5379-1.jpg?s=78cd0fdc44818e5f055145a7427b9971,29000,EUR,Voilier,"Voilier monocoque",Occasion,JEANNEAU,"SUN ODYSSEY 28.1",Italie,toscana,0
5381,"DEHLER 37 CWS","Dehler 37 CWS, Year 1989, Volo Penta Engine with 29HP. Bow closed Cabin with couple bed. Great hall with sofas in the laterals and central table. Complete kitchen at Portside. Navigation Table at starboard. In the Stern two cabins with couple beds and two WC. Electronic Equipment: VHF with DSC, GPS/Plotter, Depth, Speed, Wind Station, Auto Pilot, Navtex. Sails: Complete set (Main Sail, Genoa 130%, Genoa III for Self-Taking system 90%) all triradial (2005) + another old set of Sails. Symmetrical Spynnaker + Genaker (both news). Life Raft (8 persons) in container, Facnor Furling System, Dog House. Boat in good condition of maintenance. ",https://www.bandofboats.com/fr/buy/boat/5381,https://cdn.bandofboats.com/aws/3376/101/5381-1.jpg?s=a4dc1e97df32849e41625993f015f556,68000,EUR,Voilier,"Voilier monocoque",Occasion,DEHLER,"DEHLER 37 CWS",Portugal,lisbon,0
5383,"WOODEN MOTORSAILER 11 ","Codice scheda: 189125",https://www.bandofboats.com/fr/buy/boat/5383,https://cdn.bandofboats.com/aws/3379/104/5383-1.jpg?s=c22b280f68999be4048486038a8b94a4,90000,EUR,Voilier,"Voilier monocoque",Occasion,GIROLAMO,"WOODEN MOTORSAILER 11",Italie,toscana,0
5384,"FIRST 36.7 ","fatturabile; Scafo grigio chiaro. Ponte in Teak. Barca ha fatto charter. Codice scheda: 189274",https://www.bandofboats.com/fr/buy/boat/5384,https://cdn.bandofboats.com/aws/3379/104/5384-1.jpg?s=92a547681f6fe1e1f7d5b7af66565f8e,65000,EUR,Voilier,"Voilier monocoque",Occasion,BENETEAU,"FIRST 36.7",Italie,toscana,0
5396,"POWLES 36 ","Remotorizado en el año 1999 y completamente restaurado en el año 2007(Instalación eléctrica nueva;Instalación agua nueva;Insonorizacion nueva;Madera interior dinette nueva; ",https://www.bandofboats.com/fr/buy/boat/5396,https://cdn.bandofboats.com/aws/3401/126/5396-1.jpg?s=27940e256de4e341a06fb3499fcb378a,89900,EUR,Moteur,"Vedette Flybridge",Occasion,POWLES,"POWLES 36",Espagne,santander,0
5398,"KEY HEAVEN YAWL ","Coperta in Teck - Scafo in Acciaio - Attrezzatura in Legno",https://www.bandofboats.com/fr/buy/boat/5398,https://cdn.bandofboats.com/aws/3304/29/5398-1.jpg?s=4772dcb09dc8669803b2f17abaa0a5e4,30000,EUR,Voilier,"Voilier monocoque",Occasion,"CANTIERE DEL SUD","KEY HEAVEN YAWL",Italie,palermo,0
5399,"BAVARIA 38 CRUISER",,https://www.bandofboats.com/fr/buy/boat/5399,https://cdn.bandofboats.com/aws/3471/180/5399-1.jpg?s=2e8f37461da61ac4c56acaed631788f9,65000,EUR,Voilier,"Voilier monocoque",Occasion,"BAVARIA YACHTS","BAVARIA 38 CRUISER",Grèce,athens,0
5402,"INTERMARE 36 ","Primo proprietario. Codice scheda: 189491",https://www.bandofboats.com/fr/buy/boat/5402,https://cdn.bandofboats.com/aws/3379/104/5402-1.jpg?s=1e39254679fff57fe3ef4c4b96fea3a9,200000,EUR,Moteur,"Vedette Flybridge",Occasion,INTERMARE,"INTERMARE 36",Italie,toscana,0
5403,"COTRE AURIQUE BOIS ",,https://www.bandofboats.com/fr/buy/boat/5403,https://cdn.bandofboats.com/aws/3380/105/5403-1.jpg?s=4522c71b677d880b64401a24fdee3186,250000,EUR,Voilier,"Voilier monocoque",Occasion,SHEPHERD,"COTRE AURIQUE BOIS",France,cannes,0
5406,"STAMA 33 ","barca come nuova (non esistono in circolazione barche con i medesimi optionals e attrezzature)",https://www.bandofboats.com/fr/buy/boat/5406,https://cdn.bandofboats.com/aws/3304/29/5406-1.jpg?s=b59b42f1d876cc94111980fe9bfcad3f,85000,EUR,Moteur,"Vedette Open",Occasion,STABILE,"STAMA 33",Italie,palermo,0
5407,"AZIMUT 46 ","Total of 3 cabins. Large suite at the bow with double bed and bathroom, side cabin with two single beds and a third cabin with two bunk beds, both served by a bathroom. Good full kitchen. Large lounge with command area at portside. Sailor aft cabin, upholstery leather. Some equipment: Radar with repeater on fly, GPS / Plotter with repeater on fly, R 240E VHF radio with DSC and fly repeater, with repeater Autopilot, Bow thruster, electric winch for anchor, Kohler Generator with 75 Hours 11 Kwas Air Conditioning with dehumidifier, stainless steel and teak telescopic passarelle, can raise 260 Kgs, Ice maker. Dinghy Arimar of 2.70 Mts with Honda 15 HP. Boat in good condition",https://www.bandofboats.com/fr/buy/boat/5407,https://cdn.bandofboats.com/aws/3376/101/5407-1.jpg?s=34a708c90e74cd474e052a284a388fb4,350000,EUR,Moteur,"Vedette Flybridge",Occasion,AZIMUT,"AZIMUT 46",Portugal,lisbon,0
5408,"SUNSEEKER 39 MARTINIQUE","A VOIR ABSOLUMENT",https://www.bandofboats.com/fr/buy/boat/5408,https://cdn.bandofboats.com/aws/3331/56/5408-1.jpg?s=c108cd1ee3a0c8c6a7123220eca48864,69000,EUR,Moteur,"Vedette Open",Occasion,SUNSEEKER,"SUNSEEKER 39 MARTINIQUE",France,"le cap d'agde",0
5412,"BAVARIA 42 CRUISER",,https://www.bandofboats.com/fr/buy/boat/5412,https://cdn.bandofboats.com/aws/3471/180/5412-1.jpg?s=7d77d875e4eac9310843253b952063cc,69500,EUR,Voilier,"Voilier monocoque",Occasion,"BAVARIA YACHTS","BAVARIA 42 CRUISER",Grèce,athens,0
5413,"GIB SEA 51 ",,https://www.bandofboats.com/fr/buy/boat/5413,https://cdn.bandofboats.com/aws/3471/180/5413-1.jpg?s=45bc5d2c455b00ed4b9f79224e231afc,126500,EUR,Voilier,"Voilier monocoque",Occasion,"GIBERT MARINE","GIB SEA 51",Grèce,athens,0
